date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:56:46	142072/142072	---M--	200	added ('OK')	application/octet-stream	etag:%226338003d-22af8%22	https://htmldemo.net/malias/malias/fonts/fontawesome-webfont.ttf?v=4.5.0	E:/XuanBac/htmldemo.net/malias/malias/fonts/fontawesome-webfont3295.ttf	(from https://htmldemo.net/malias/malias/css/font-awesome.min.css)
18:56:46	366270/366270	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226338003a-596be%22	https://htmldemo.net/malias/malias/fonts/fontawesome-webfont.svg?v=4.5.0	E:/XuanBac/htmldemo.net/malias/malias/fonts/fontawesome-webfont3295.svg	(from https://htmldemo.net/malias/malias/css/font-awesome.min.css)
18:56:46	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Mar%202024%2011:56:46%20GMT	https://htmldemo.net/malias/malias/css/owl.video.play.png	E:/XuanBac/htmldemo.net/malias/malias/css/owl.video.play.png	(from https://htmldemo.net/malias/malias/css/owl.carousel.css)
18:56:47	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Mar%202024%2011:56:46%20GMT	https://htmldemo.net/malias/malias/css/images/ui-bg_flat_75_ffffff_40x100.png	E:/XuanBac/htmldemo.net/malias/malias/css/images/ui-bg_flat_75_ffffff_40x100.png	(from https://htmldemo.net/malias/malias/css/jquery-ui.css)
18:56:47	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Mar%202024%2011:56:47%20GMT	https://htmldemo.net/malias/malias/css/images/ui-bg_highlight-soft_75_cccccc_1x100.png	E:/XuanBac/htmldemo.net/malias/malias/css/images/ui-bg_highlight-soft_75_cccccc_1x100.png	(from https://htmldemo.net/malias/malias/css/jquery-ui.css)
18:56:48	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Mar%202024%2011:56:47%20GMT	https://htmldemo.net/malias/malias/css/images/ui-bg_glass_75_e6e6e6_1x400.png	E:/XuanBac/htmldemo.net/malias/malias/css/images/ui-bg_glass_75_e6e6e6_1x400.png	(from https://htmldemo.net/malias/malias/css/jquery-ui.css)
18:56:48	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Mar%202024%2011:56:48%20GMT	https://htmldemo.net/malias/malias/css/images/ui-bg_glass_75_dadada_1x400.png	E:/XuanBac/htmldemo.net/malias/malias/css/images/ui-bg_glass_75_dadada_1x400.png	(from https://htmldemo.net/malias/malias/css/jquery-ui.css)
18:56:49	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Mar%202024%2011:56:48%20GMT	https://htmldemo.net/malias/malias/css/images/ui-bg_glass_65_ffffff_1x400.png	E:/XuanBac/htmldemo.net/malias/malias/css/images/ui-bg_glass_65_ffffff_1x400.png	(from https://htmldemo.net/malias/malias/css/jquery-ui.css)
18:56:49	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Mar%202024%2011:56:48%20GMT	https://htmldemo.net/malias/malias/css/images/ui-bg_glass_55_fbf9ee_1x400.png	E:/XuanBac/htmldemo.net/malias/malias/css/images/ui-bg_glass_55_fbf9ee_1x400.png	(from https://htmldemo.net/malias/malias/css/jquery-ui.css)
18:56:50	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Mar%202024%2011:56:49%20GMT	https://htmldemo.net/malias/malias/css/images/ui-bg_glass_95_fef1ec_1x400.png	E:/XuanBac/htmldemo.net/malias/malias/css/images/ui-bg_glass_95_fef1ec_1x400.png	(from https://htmldemo.net/malias/malias/css/jquery-ui.css)
18:56:50	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Mar%202024%2011:56:49%20GMT	https://htmldemo.net/malias/malias/css/images/ui-icons_222222_256x240.png	E:/XuanBac/htmldemo.net/malias/malias/css/images/ui-icons_222222_256x240.png	(from https://htmldemo.net/malias/malias/css/jquery-ui.css)
18:56:51	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Mar%202024%2011:56:50%20GMT	https://htmldemo.net/malias/malias/css/images/ui-icons_888888_256x240.png	E:/XuanBac/htmldemo.net/malias/malias/css/images/ui-icons_888888_256x240.png	(from https://htmldemo.net/malias/malias/css/jquery-ui.css)
18:56:51	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Mar%202024%2011:56:50%20GMT	https://htmldemo.net/malias/malias/css/images/ui-icons_454545_256x240.png	E:/XuanBac/htmldemo.net/malias/malias/css/images/ui-icons_454545_256x240.png	(from https://htmldemo.net/malias/malias/css/jquery-ui.css)
18:56:52	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Mar%202024%2011:56:51%20GMT	https://htmldemo.net/malias/malias/css/images/ui-icons_2e83ff_256x240.png	E:/XuanBac/htmldemo.net/malias/malias/css/images/ui-icons_2e83ff_256x240.png	(from https://htmldemo.net/malias/malias/css/jquery-ui.css)
18:56:52	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Mar%202024%2011:56:51%20GMT	https://htmldemo.net/malias/malias/css/images/ui-icons_cd0a0a_256x240.png	E:/XuanBac/htmldemo.net/malias/malias/css/images/ui-icons_cd0a0a_256x240.png	(from https://htmldemo.net/malias/malias/css/jquery-ui.css)
18:56:53	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Mar%202024%2011:56:52%20GMT	https://htmldemo.net/malias/malias/css/images/ui-bg_flat_0_aaaaaa_40x100.png	E:/XuanBac/htmldemo.net/malias/malias/css/images/ui-bg_flat_0_aaaaaa_40x100.png	(from https://htmldemo.net/malias/malias/css/jquery-ui.css)
18:56:53	3110/3110	---MC-	200	added ('OK')	image/png	date:Wed,%2013%20Mar%202024%2011:56:52%20GMT	https://htmldemo.net/malias/malias/img/icon/back-top.png	E:/XuanBac/htmldemo.net/malias/malias/img/icon/back-top.png	(from https://htmldemo.net/malias/malias/style.css)
18:56:54	2814/2814	---MC-	200	added ('OK')	image/png	date:Wed,%2013%20Mar%202024%2011:56:53%20GMT	https://htmldemo.net/malias/malias/img/icon/icon-select-layer.png	E:/XuanBac/htmldemo.net/malias/malias/img/icon/icon-select-layer.png	(from https://htmldemo.net/malias/malias/style.css)
18:56:54	993/993	---MC-	200	added ('OK')	image/png	date:Wed,%2013%20Mar%202024%2011:56:53%20GMT	https://htmldemo.net/malias/malias/img/icon/grid.png	E:/XuanBac/htmldemo.net/malias/malias/img/icon/grid.png	(from https://htmldemo.net/malias/malias/style.css)
18:56:55	991/991	---MC-	200	added ('OK')	image/png	date:Wed,%2013%20Mar%202024%2011:56:54%20GMT	https://htmldemo.net/malias/malias/img/icon/list.png	E:/XuanBac/htmldemo.net/malias/malias/img/icon/list.png	(from https://htmldemo.net/malias/malias/style.css)
18:56:55	101752/101752	---MC-	200	added ('OK')	image/png	date:Wed,%2013%20Mar%202024%2011:56:54%20GMT	https://htmldemo.net/malias/malias/img/banner/12.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/banner/12.png	(from https://htmldemo.net/malias/malias/my-account.html)
18:56:56	1530/1530	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:55%20GMT	https://htmldemo.net/malias/malias/img/product/cart/1.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/cart/1.jpg	(from https://htmldemo.net/malias/malias/my-account.html)
18:56:56	1441/1441	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:55%20GMT	https://htmldemo.net/malias/malias/img/product/cart/2.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/cart/2.jpg	(from https://htmldemo.net/malias/malias/my-account.html)
18:56:56	854/854	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:56%20GMT	https://htmldemo.net/malias/malias/img/product/cart/3.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/cart/3.jpg	(from https://htmldemo.net/malias/malias/my-account.html)
18:56:57	946/946	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:56%20GMT	https://htmldemo.net/malias/malias/img/product/cart/4.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/cart/4.jpg	(from https://htmldemo.net/malias/malias/my-account.html)
18:56:58	7417/7417	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:57%20GMT	https://htmldemo.net/malias/malias/img/banner/7.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/banner/7.jpg	(from https://htmldemo.net/malias/malias/index-2.html)
18:56:58	5505/5505	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:57%20GMT	https://htmldemo.net/malias/malias/img/banner/8.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/banner/8.jpg	(from https://htmldemo.net/malias/malias/index-2.html)
18:56:59	9701/9701	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:58%20GMT	https://htmldemo.net/malias/malias/img/banner/9.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/banner/9.jpg	(from https://htmldemo.net/malias/malias/index-2.html)
18:56:59	4973/4973	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:58%20GMT	https://htmldemo.net/malias/malias/img/banner/10.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/banner/10.jpg	(from https://htmldemo.net/malias/malias/index-2.html)
18:57:00	7703/7703	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:59%20GMT	https://htmldemo.net/malias/malias/img/banner/11.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/banner/11.jpg	(from https://htmldemo.net/malias/malias/index-2.html)
18:57:00	2652/2652	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:59%20GMT	https://htmldemo.net/malias/malias/img/product/mediam/11.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/mediam/11.jpg	(from https://htmldemo.net/malias/malias/index-2.html)
18:57:00	50280/50280	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:57:00%20GMT	https://htmldemo.net/malias/malias/img/about/about.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/about/about.jpg	(from https://htmldemo.net/malias/malias/about.html)
18:57:01	47744/47744	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:57:00%20GMT	https://htmldemo.net/malias/malias/img/about/1.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/about/1.jpg	(from https://htmldemo.net/malias/malias/about.html)
18:57:01	53185/53185	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:57:00%20GMT	https://htmldemo.net/malias/malias/img/about/2.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/about/2.jpg	(from https://htmldemo.net/malias/malias/about.html)
18:57:03	22138/22138	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:57:02%20GMT	https://htmldemo.net/malias/malias/img/toch/1.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/toch/1.jpg	(from https://htmldemo.net/malias/malias/product-details.html)
18:57:03	39397/39397	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:57:02%20GMT	https://htmldemo.net/malias/malias/img/toch/2.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/toch/2.jpg	(from https://htmldemo.net/malias/malias/product-details.html)
18:57:04	50399/50399	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:57:03%20GMT	https://htmldemo.net/malias/malias/img/toch/3.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/toch/3.jpg	(from https://htmldemo.net/malias/malias/product-details.html)
18:57:06	3160/3160	---MC-	200	added ('OK')	image/png	date:Wed,%2013%20Mar%202024%2011:57:05%20GMT	https://htmldemo.net/malias/malias/img/icon/social.png	E:/XuanBac/htmldemo.net/malias/malias/img/icon/social.png	(from https://htmldemo.net/malias/malias/product-details.html)
18:57:07	65875/65875	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:57:04%20GMT	https://htmldemo.net/malias/malias/img/toch/4.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/toch/4.jpg	(from https://htmldemo.net/malias/malias/product-details.html)
